name,logo_url,description,stage,sector,business_model,team_size,email,phone,services
شتلات,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1646494192image_72192707.JPG,شتلات تقدم لك تجربة تسوق إلكتروني فريدة ومميزة لتسوق كل ما يُهمك من الشتلات الزراعية و الادوات الزراعية مواكبة مع رؤية 2030 ( تشجير السعودية ) وسهولة التوصيل و الدفع وخدمة عملاء 24 ساعة,Seed,Agriculture - E-commerce - Technology,B2C,1-9,shattlah.sa@gmail.com,0505527927,"[{'title': 'تجربة تسوق إلكتروني فريدة ومميزة', 'description': 'كل ما يُهمك من الشتلات الزراعية و الادوات الزراعية مع سهولة التوصيل و الدفع وخدمة عملاء 24 ساعة'}]"
مساحة متوهجة,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1646135546insta logo.jpg,انتاج وبيع لوحات الاضاءة والانارة الديكورية الحديثة بإستخدام اضاءة الليد نيون الحديثة,Pre-Seed,Creative - E-commerce,B2C,1-9,salethings84@hotmail.com,0541481840,"[{'title': 'بيع اللوحات الجاهزة', 'description': 'تصاميم مقترحة من المتجر'}, {'title': 'بيع اللوحات الخاصة', 'description': 'تصاميم حسب طلب العميل'}, {'title': 'اقتراحات التصاميم', 'description': 'اقتراحات لتصاميم تلبي رغبة العميل'}]"
منصة بلدوزر,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1645819528Bulldozer Logo final.png,منصة بلدوزر هي منصة تشاركية في قطاع المعدات الثقيلة لتشارك الموارد وتأجير المعدات عبر خدمات الأونلاين والتطبيق الرقمية,Series A,Construction - Delivery & Logistics - Hardware,B2B,1-9,ali@bulldozertech.com,0542249260,"[{'title': 'التطبيق', 'description': 'طلب فوري لاستخدام المعدات'}, {'title': 'طلب مجدول', 'description': 'يتيح للعميل لتخطيط متطلباته للمعدات لتفادي اي شح للمعدات في المستقبل'}, {'title': 'طلب خاص', 'description': 'تتيح لمزود الخدمة والعميل لتخطيط معداتهم بناء على الانشطة العامة للمشروع'}]"
وكالة ويب,https://sian.monshaat.gov.sa/Uploads/800x800/1692693679web-low-resolution-logo-white-on-black-background (1).png,خدمات تطوير التجارة الالكترونية بما في ذلك تطوير مواقع الويب والتطبيقات,Pre-Seed,E-commerce - Technology,B2B,1-9,web@tech.etmaam.sa,0555136362,"[{'title': 'تجهيز متجر الكتروني', 'description': 'تجهيز متجر الكتروني متخصص للعميل'}, {'title': 'تجهيز المحتوى الابداعي للعميل', 'description': 'يعمل الموقع بنظام الباقات فاشتراك العميل في باقة المحتوى الابداعي تمكنه من ادارة الفريق لمحتواه'}]"
Bloxo,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1645555432256px.png,"Bloxo is a software platform that connects sports players, organizers, and venues together to help them organize community recreational sports activities",Growth,Sports & Fitness - Software,B2B2C,1-9,mohammed.alhashem@bloxo.co,0580679447,"[{'title': 'Download Bloxo App', 'description': 'Our app connects you to recreational and social sports around you. It is a social platform where players can find, join, and pay for activities that organizers offer'}]"
فيكس كارد | Fix Card,https://sian.monshaat.gov.sa/Uploads/800x800/16454398041643027621084.jpg,عالمك نحو خدمات السيارات ( ضمان الجودة و الانجاز ),Pre-Seed,Transport - Maintenance Services,B2C,1-9,fixcard24h@gmail.com,0598079237,"[{'title': 'الصيانة الدورية', 'description': 'اطلب بطاقات خدمة الصيانة الدورية و الوقائية وفق عداد الكيلومترات المخصص لسيارتك و المعتمد من الوكالة'}, {'title': 'الفحص', 'description': 'دليلك لمراكز خدمة فحص مميزة اطلب خدمة فحص السفر أو الاعطال و احصل على تشخيص دقيق و مضمون auto road services الصيانة الدورية و صيانة السيارات و الفحص'}, {'title': 'الأعطال السريعة', 'description': 'الصيانة الدورية للأعطال الخفيفة  (لا تتجاوز ال3 ساعات) و صيانة السيارات و الفحص'}]"
مؤسسة منجز للتجارة والتسويق,https://sian.monshaat.gov.sa/Uploads/800x800/1645024364زززززز.png,منصة منجز أسرع منصة للطباعة الإلكترونية في المملكة العربية السعودية، تهدف إلى تقديم خدمات الطباعة  الالكترونية بجودة عالية وبأسعار مناسبه للجميع .,Pre-Series A,Advertising and Marketing - Creative - E-commerce,B2B,1-9,info@mongez.sa,0561130126,"[{'title': 'الطباعة الرقمية', 'description': 'تقديم خدمات الطباعة الإلكترونية + التغليف \r\n- كتب \r\n- ملازم \r\n- ملخصات'}, {'title': 'الدعاية والإعلان', 'description': 'تقديم خدمات الدعاية والاعلان \r\n- لوحات \r\n- ستيكرات \r\n- بنر \r\n- رول اب ستاند \r\n- ورق رسمي للشركات \r\n- فولدر \r\n- برشور\r\n- هدايا دعائية'}]"
وكالة تخاطر للدعاية والإعلان,https://sian.monshaat.gov.sa/Uploads/800x800/1644937528logo takheetor.jpeg,"تخاطر ببساطة هي وكالة دعاية وإعلان تجمع فريق عمل احترافي
ومتمكن من تنفيذ جميع الأعمال الإبداعية المميزة للأفراد والشركات،
واللي يميز تخاطر أنها تفهمك قبل ما تتكلم بأفكارك واقتراحاتك.",Seed,Advertising and Marketing - Creative - Events - IT Solutions - Technology - Video & Animation - SaaS,B2B,10-19,adel@takhator.com,566661991,"[{'title': 'الهوية البصرية', 'description': '- تجديد الهوية القديمة \r\n- هوية شخصية للأفراد\r\n- هوية تجارية للشركات'}, {'title': 'التسويق واطلاق الحملات', 'description': '- جميع الحملات في التواصل الاجتماعي\r\n\r\n- حملات ترويجية مدفوعه\r\n\r\n- حملات مشاهير\r\n\r\n- تقديم تقارير نهاية الحملة'}, {'title': 'التصوير والأنتاج', 'description': '- تغطيات \r\n\r\n- تصوير بورترية\r\n\r\n- دعايات \r\n\r\n- تصوير دورات'}, {'title': 'الموشن جرافيك', 'description': '(3D-2D)'}, {'title': 'تصميم المواقع والتطبيقات', 'description': '- تنفيذ مواقع الكترونية\r\n- ادارة وصيانة الموقع\r\n- تصميم المواقع والتطبيقات بشكل كامل'}, {'title': 'تصميم جرافيك', 'description': '- بوسترات \r\n- قوالب'}]"
العريب لتقنية المعلومات,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1644857377Iktasarha Logo-02-02 (4).png,"سوف يتم ذكر تفاصيل أولى منتجات العريب لتقنية المعلومات وهو تطبيق اختصرها: 

اختصرها هو تطبيق إلكتروني من شركة العريب لتقنية المعلومات، ويعتمد التطبيق على الاستغلال الأمثل للوقت من خلال تمكين التقنية في:



تحسين تجربة المستخدم بسرعة تنفيذ الطلبات من خلال تجهيز الطلبات، أو جدولتها وفق أوقات عمل المتجر

العمل على زيادة نمو شركاء النجاح من خلال زيادة عملائهم، واستحداث أكثر من نموذج عمل يساهم في ذلك.

زيادة فاعلية التجارة الإلكترونية والتفكير خارج الصندوق",Seed,Food & Beverage - IT Solutions,B2C,1-9,info@ekhtsrha.com,0558823133,"[{'title': 'تجهيز الطلبات (للعميل النهائي)', 'description': 'من خلال 3 خطوات بسيطة يتم تقديم الطلب للمتجر أو المطعم ليتم تجهيزه'}, {'title': 'جدولة الطلبات لأيام أخرى  (للعميل النهائي)', 'description': 'من خلال 3 خطوات بسيطة يتم تقديم الطلب للمتجر أو المطعم ليتم تجهيزه في الوقت المحدد وارسال تذكير قبل موعد الطلب بساعة لجميع الأطراف'}, {'title': 'الكاش باك  (للعميل النهائي)', 'description': 'نسبة محددة من قيمة الطلب يتم إعادتها للعميل بميزة كاش باك في المحفظة'}, {'title': 'التحويل التلقائي (للمتاجر)', 'description': 'التحويل التلقائي للمبالغ التي يتم دفعها من خلال التطبيق، يتم تحويلها بشكل تلقائي للمبالغ'}, {'title': 'لوحة تحكم تفاعلية للمتاجر', 'description': 'داشبورد يوضح جميع ارقام المبيعات وأداء الفروع بشكل تشغيلي وبشكل مالي'}]"
ظل,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1644688346‏لقطة الشاشة ٢٠٢٢-٠٢-١٢ في ٢٠.٥٠.٠٣.png,شركة تقنية قانونية تقدم حلول الخدمات القانونية عبر المنصة ضمن باقات اشتراك شهرية وخدمات فردية تلبي حاجة العميل وتربط بها العميل مع مقدم الخدمة (المحامي) بشكل مباشر وموثق وسهل.,Pre-Seed,Legal,B2B,1-9,shouqf.albalawi@gmail.com,0569302499,"[{'title': 'باقات أفراد', 'description': 'الأفراد: مقسمة على ثلاثة فئات مراعيًا فيها احتياجات العميل لكل فئة.\r\nوتكون الخدمات المقدمة:\r\nالاستشارات القانونية ( المحادثة الصوتية)\r\nالمحادثة المرئية الفورية \r\nمكتبة الاستشارات\r\nالصياغة أو المراجعة القانونية\r\nالخطابات القانونية\r\nخدمة عملاء 24/7\r\nالتوثيق والتمثيل والتفاوض ضمن شبكة محامينا الخاصة (برسوم خاصة)\r\nتكلفة الدقائق الإضافية'}, {'title': 'باقات الشركات', 'description': 'الشركات: مقسمة على فئتين مراعيًا فيها احتياجات العميل لكل فئة.\r\nوتكون الخدمات المقدمة:\r\nالاستشارات القانونية ( المحادثة الصوتية)\r\nالمحادثة المرئية الفورية \r\nمكتبة الاستشارات\r\nالصياغة أو المراجعة القانونية\r\nالخطابات القانونية\r\nخدمة عملاء 24/7\r\nالتوثيق والتمثيل والتفاوض ضمن شبكة محامينا الخاصة (برسوم خاصة)\r\nتكلفة الدقائق الإضافية'}]"
